price,reviews_per_month,accommodates,bathrooms,bedrooms,beds,property_type,room_type,neighbourhood,minimum_nights
150,2.39,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
150,2.35,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
150,2.06,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
150,3.02,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
150,2.31,2,1,0,1,Apartment,Entire home/apt,Back Bay,1
150,1.68,2,1,0,1,Apartment,Entire home/apt,South End,1
40,0.23,2,2,1,1,House,Private room,Allston,91
50,0.06,1,1,1,1,House,Private room,Roslindale,28
31,0.19,1,1,1,1,Apartment,Private room,Hyde Park,91
198,0.27,1,1,1,1,Other,Entire home/apt,Fenway,91
150,2.59,2,1,0,1,Apartment,Entire home/apt,South End,1
150,1.9,2,1,0,1,Apartment,Entire home/apt,South End,1
150,1.82,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
150,3.24,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
150,2.26,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
650,0.79,7,2.5,4,5,Apartment,Entire home/apt,Beacon Hill,4
150,2.32,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
165,3.39,4,1,1,2,Apartment,Entire home/apt,South End,91
65,2.45,1,2,1,1,House,Private room,Allston,91
200,1.3,4,1,1,2,Apartment,Entire home/apt,South End,30
149,0.56,4,2,2,2,Apartment,Entire home/apt,West End,1
159,0.21,3,1,1,2,Apartment,Entire home/apt,West End,3
598,1.12,8,2.5,5,6,Other,Entire home/apt,South Boston,2
200,4.56,2,1,1,0,Apartment,Entire home/apt,Beacon Hill,3
295,0.07,8,2,4,4,Other,Entire home/apt,Roxbury,1
400,1.57,7,2,3,3,Apartment,Entire home/apt,Beacon Hill,2
150,2.96,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
68,1.94,2,1.5,1,2,Other,Private room,Roslindale,3
65,5.28,1,1.5,1,1,Other,Private room,Brighton,1
86,5.19,2,2,1,1,House,Private room,Dorchester,2
150,1.93,2,1,0,1,Apartment,Entire home/apt,South End,1
150,2.13,2,1,0,1,Apartment,Entire home/apt,South End,1
150,2.19,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
195,3.75,3,1,1,1,Apartment,Entire home/apt,South End,2
150,3.08,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
78,0.2,2,1,1,1,House,Private room,Allston,1
50,3.02,1,2,1,1,House,Private room,Allston,91
150,3.83,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
150,1.9,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
150,2.19,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
76,0.04,2,1,1,1,Apartment,Private room,Allston,91
75,2.31,2,1,1,1,Other,Private room,Hyde Park,28
160,4.43,2,1,2,2,Other,Entire home/apt,Jamaica Plain,30
150,1.58,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
99,0.53,2,1,0,1,Apartment,Entire home/apt,Downtown,91
150,2.5,2,1,0,1,Apartment,Entire home/apt,South End,1
300,0.66,4,2.5,2,2,Other,Entire home/apt,Beacon Hill,3
75,0.08,2,1,1,1,Apartment,Private room,Dorchester,91
120,0.45,2,1,1,1,Other,Entire home/apt,South Boston,2
100,0.02,2,1,1,1,Apartment,Private room,Dorchester,91
100,0.02,2,1,1,1,Apartment,Private room,Dorchester,91
85,0.12,2,1,1,1,Apartment,Private room,Dorchester,91
215,3.1,2,1,1,1,Apartment,Entire home/apt,South End,91
79,0.04,2,1,1,1,House,Private room,Roxbury,91
179,0.04,2,1,1,1,Other,Entire home/apt,Leather District,91
200,0.09,4,1,2,2,Apartment,Entire home/apt,South Boston,91
124,0.02,3,1,1,2,Apartment,Entire home/apt,Fenway,28
95,0.62,2,1,1,1,House,Private room,Jamaica Plain,91
150,1.28,4,1,0,2,Other,Entire home/apt,Roxbury,3
150,1.26,2,1,0,1,Apartment,Entire home/apt,South End,1
141,0.02,3,1,1,2,Apartment,Entire home/apt,Fenway,28
38,0.16,1,1.5,1,1,House,Private room,Allston,91
75,0.6,2,1,1,0,House,Private room,Mattapan,91
175,0.23,5,2,2,3,Apartment,Entire home/apt,Fenway,91
189,0.07,5,2,2,2,Apartment,Entire home/apt,Fenway,28
177,0.23,5,2,2,3,Apartment,Entire home/apt,Fenway,28
179,0.12,5,2,2,3,Apartment,Entire home/apt,Fenway,28
189,0.09,5,2,2,3,Apartment,Entire home/apt,Fenway,28
90,3.38,3,1,1,1,Apartment,Entire home/apt,Beacon Hill,28
176,0.1,5,2,2,3,Apartment,Entire home/apt,Fenway,28
150,3.37,2,1,0,1,Apartment,Entire home/apt,South End,1
165,2.7,6,1,3,3,Apartment,Entire home/apt,Brighton,91
125,2.16,2,1,1,1,Other,Entire home/apt,North End,28
60,2.84,3,1,1,2,Other,Entire home/apt,East Boston,28
119,5.66,2,1,0,1,Apartment,Entire home/apt,South Boston Waterfront,2
270,1.69,7,1,2,5,Apartment,Entire home/apt,Jamaica Plain,2
182,0.22,5,2,2,3,Apartment,Entire home/apt,Fenway,28
175,0.07,5,2,2,3,Apartment,Entire home/apt,Fenway,28
199,0.02,5,2,2,2,Apartment,Entire home/apt,Fenway,91
183,0.12,5,2,2,3,Apartment,Entire home/apt,Fenway,28
192,1.44,5,1,2,3,Apartment,Entire home/apt,Jamaica Plain,2
95,8.28,2,1,1,1,Other,Private room,Roxbury,1
150,2.06,2,1,0,1,Apartment,Entire home/apt,South End,3
149,4.21,3,1,1,2,House,Entire home/apt,Charlestown,2
270,3.98,6,1,2,2,Apartment,Entire home/apt,North End,2
55,0.58,1,2,1,1,House,Private room,Hyde Park,2
219,3.62,2,1,1,1,Apartment,Entire home/apt,Brighton,2
85,1.39,2,1,1,1,Other,Private room,Dorchester,1
50,0.49,2,2,1,1,House,Private room,Allston,91
258,3.05,5,1,1,3,Other,Entire home/apt,Back Bay,2
189,0.16,3,1,2,3,Other,Entire home/apt,Back Bay,91
349,0.27,4,1,2,2,Apartment,Entire home/apt,South End,91
156,0.74,2,1,1,1,Other,Private room,Jamaica Plain,91
45,0.25,1,1.5,1,1,House,Private room,Hyde Park,91
85,8.16,2,1,1,1,Other,Private room,Jamaica Plain,1
150,2.98,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
90,2.27,2,1,1,2,Other,Private room,Roxbury,4
84,1.79,2,1,1,1,Other,Private room,Roxbury,4
225,0.11,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
99,2.81,2,1,1,1,Apartment,Private room,West End,1
56,1.02,2,1,1,1,House,Private room,Jamaica Plain,2
250,1.14,6,2,3,3,Apartment,Entire home/apt,East Boston,91
70,1.28,4,1,1,0,House,Private room,Mattapan,2
75,1.18,4,1,1,2,House,Private room,Mattapan,2
150,0.31,2,1,1,1,Other,Private room,Jamaica Plain,91
145,0.44,2,1,1,1,Apartment,Entire home/apt,Jamaica Plain,91
55,4.56,4,1,1,2,Apartment,Entire home/apt,Chinatown,1
60,0.22,1,1,1,1,Apartment,Private room,Dorchester,30
150,0.22,4,1,1,1,Apartment,Entire home/apt,Fenway,91
249,0.17,12,1,4,6,Apartment,Entire home/apt,Dorchester,1
213,0.02,3,1,1,2,Other,Entire home/apt,Fenway,29
150,0.24,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
75,1.1,4,1,2,2,Apartment,Entire home/apt,Brighton,28
110,0.04,2,1,0,1,Apartment,Entire home/apt,Fenway,91
150,2.86,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,1
130,0.28,2,1,1,1,Apartment,Entire home/apt,South End,20
60,0.02,2,1,1,1,House,Private room,Roxbury,91
130,0.02,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
37,0.21,2,1,1,1,Apartment,Private room,Allston,91
85,2.67,2,1,1,1,Other,Private room,Roslindale,2
300,3.07,6,2,2,2,Apartment,Entire home/apt,Back Bay,2
50,1.23,2,1,1,1,Other,Private room,West Roxbury,1
450,0.02,5,2,3,3,Apartment,Entire home/apt,Back Bay,91
100,2.74,4,1,2,2,Other,Private room,West Roxbury,1
175,0.74,2,1,1,1,Other,Entire home/apt,Back Bay,2
150,0.02,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,91
100,0.02,2,1,1,1,Apartment,Private room,Jamaica Plain,91
70,5.25,2,1,1,1,Apartment,Private room,East Boston,91
90,0.02,2,1,1,1,Apartment,Private room,Fenway,91
289,0.73,3,1,1,1,Apartment,Entire home/apt,Fenway,9
159,0.04,5,1,1,2,Apartment,Entire home/apt,Back Bay,91
75,3.47,4,1,1,2,Apartment,Private room,Dorchester,1
99,0.55,8,1,2,4,Apartment,Private room,Dorchester,1
64,4.57,3,1,1,1,Apartment,Private room,Dorchester,1
59,3.94,2,1,1,1,Apartment,Private room,Dorchester,1
99,3.04,2,1,1,1,Apartment,Private room,West End,1
120,0.11,2,1,1,1,Other,Entire home/apt,South Boston,2
289,0.82,2,1,1,1,Apartment,Entire home/apt,Fenway,9
150,1.28,2,1,1,1,House,Private room,Jamaica Plain,3
150,0.08,2,1,1,1,Apartment,Entire home/apt,Back Bay,91
35,0.27,1,1,1,1,Apartment,Private room,Dorchester,30
38,0.31,1,1,1,1,Apartment,Private room,Dorchester,30
39,3.83,2,1,1,2,Apartment,Private room,Brighton,91
195,3.26,4,1,2,2,Apartment,Entire home/apt,South End,91
70,0.04,2,1,1,1,Apartment,Entire home/apt,East Boston,91
79,1.64,2,1,0,2,Apartment,Entire home/apt,Allston,180
80,1.42,2,1,1,1,Apartment,Private room,Mission Hill,91
150,2.44,2,1,1,0,Other,Entire home/apt,North End,91
50,0.04,2,2,1,1,House,Private room,Allston,91
150,1.03,2,1,1,1,Apartment,Entire home/apt,Charlestown,4
159,0.19,2,1,1,1,Other,Entire home/apt,South End,91
60,1.91,2,1,1,1,House,Private room,Jamaica Plain,91
150,0.56,6,2,2,2,Other,Entire home/apt,South Boston,91
169,0.34,5,2,2,3,Apartment,Entire home/apt,West End,9
67,3.57,4,1,1,2,Apartment,Private room,Dorchester,1
50,0.15,2,1.5,2,2,Apartment,Entire home/apt,Jamaica Plain,28
139,0.06,3,1,1,2,Apartment,Entire home/apt,Chinatown,3
134,0.04,3,1,1,2,Apartment,Entire home/apt,Chinatown,3
130,0.13,3,1,1,1,Apartment,Entire home/apt,Downtown,3
179,0.17,5,2,2,3,Apartment,Entire home/apt,Downtown,3
175,0.19,5,2,2,3,Apartment,Entire home/apt,Chinatown,3
129,0.13,3,1,1,2,Apartment,Entire home/apt,West End,9
149,0.13,3,1,1,2,Apartment,Entire home/apt,West End,3
199,1.58,5,2,2,3,Apartment,Entire home/apt,West End,9
219,0.48,5,2,2,3,Apartment,Entire home/apt,West End,3
119,0.26,2,1,1,1,Apartment,Entire home/apt,Allston,91
150,0.89,2,1,1,1,Apartment,Entire home/apt,East Boston,4
200,3.45,5,1,2,0,Apartment,Entire home/apt,North End,2
80,0.06,1,2.5,1,1,Other,Private room,Roxbury,91
139,0.04,3,1,1,2,Apartment,Entire home/apt,Fenway,28
50,1.03,1,1,1,1,House,Private room,Roxbury,2
70,0.4,2,1,1,1,Apartment,Private room,Roslindale,1
200,0.92,5,1,2,3,Other,Entire home/apt,Jamaica Plain,91
250,0.37,6,2,3,3,Apartment,Entire home/apt,East Boston,91
84,2.02,5,1,3,3,House,Entire home/apt,Dorchester,91
219,2.01,2,1,0,1,Apartment,Entire home/apt,South End,1
229,1.33,4,1,1,1,Apartment,Entire home/apt,South End,1
167,1.12,6,1,2,4,Apartment,Entire home/apt,Jamaica Plain,4
34,0.27,1,1,1,1,Other,Private room,Brighton,30
55,0.31,2,1,1,1,Apartment,Private room,Dorchester,91
115,0.08,4,1,4,4,Apartment,Entire home/apt,Dorchester,30
75,0.49,2,2,1,1,House,Private room,Jamaica Plain,91
166,0.4,4,1,1,1,Apartment,Entire home/apt,South End,2
249,0.53,5,1.5,3,3,House,Entire home/apt,Jamaica Plain,3
84,0.06,6,1,3,3,House,Entire home/apt,Dorchester,91
134,1.14,2,1,1,1,Apartment,Entire home/apt,Roxbury,8
100,1.48,4,1,2,2,Other,Entire home/apt,Brighton,28
850,1.2,6,4.5,4,4,Other,Entire home/apt,Beacon Hill,4
120,0.02,2,1,1,1,Apartment,Private room,Back Bay,91
95,1.45,3,2,1,2,House,Entire home/apt,Jamaica Plain,91
85,0.9,4,1,0,2,Apartment,Entire home/apt,Brighton,28
141,7.38,3,1,0,2,Apartment,Entire home/apt,Beacon Hill,1
195,4.77,3,1,1,1,Apartment,Entire home/apt,North End,2
95,0.28,2,1,1,1,Apartment,Entire home/apt,Fenway,91
37,0.18,1,1,1,1,Apartment,Private room,Dorchester,30
90,0.02,2,1,1,1,Apartment,Private room,Downtown,91
179,0.75,3,1,1,2,Apartment,Entire home/apt,Beacon Hill,91
149,1.04,3,1,0,2,Apartment,Entire home/apt,Downtown,91
149,0.16,6,2,2,2,Other,Entire home/apt,Jamaica Plain,91
35,0.22,1,1,1,1,Apartment,Private room,Dorchester,30
289,0.93,3,1,1,1,Apartment,Entire home/apt,Fenway,9
197,2.96,2,1,1,0,Apartment,Entire home/apt,Back Bay,28
125,2.76,2,1,1,1,Apartment,Private room,South Boston,2
50,0.02,2,1,1,1,Apartment,Private room,Allston,91
200,0.26,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,91
75,0.55,2,1,1,1,Apartment,Private room,Dorchester,91
298,0.04,2,1,1,2,Apartment,Private room,Fenway,91
49,0.3,1,1.5,1,1,House,Private room,Roxbury,91
189,4.48,6,1,2,2,Apartment,Entire home/apt,Roxbury,2
199,3.53,5,1,2,4,House,Private room,Jamaica Plain,1
65,0.21,1,1,1,1,Apartment,Private room,Dorchester,30
77,2.57,4,1,1,1,Apartment,Entire home/apt,Brighton,29
244,6.1,10,2.5,3,3,House,Entire home/apt,Downtown,2
34,0.25,1,1,1,1,Other,Private room,Brighton,30
105,5.02,2,1,1,1,Other,Private room,North End,3
179,0.12,5,2,2,3,Apartment,Entire home/apt,Chinatown,3
189,0.31,5,2,2,3,Apartment,Entire home/apt,Downtown,9
135,0.14,4,1,1,1,Apartment,Entire home/apt,Chinatown,91
195,3.27,3,1,1,1,House,Entire home/apt,Back Bay,2
30,0.21,1,1,1,1,Apartment,Private room,Dorchester,30
90,0.31,2,1,1,1,Apartment,Private room,Dorchester,91
100,0.16,2,1,1,1,House,Private room,Roslindale,91
34,0.15,1,1,1,1,Apartment,Private room,Dorchester,30
132,3.25,5,1,2,3,Apartment,Entire home/apt,Jamaica Plain,2
129,2.73,6,1,3,4,Other,Entire home/apt,Allston,2
128,0.02,3,1,1,2,Apartment,Entire home/apt,Fenway,28
179,0.13,5,2,2,3,Apartment,Entire home/apt,Fenway,28
100,0.82,1,1,0,1,Apartment,Entire home/apt,Allston,91
49,0.25,1,1,1,1,Apartment,Private room,Brighton,91
200,7.97,2,1,1,1,Apartment,Entire home/apt,North End,1
180,0.77,2,1,0,0,Apartment,Entire home/apt,South End,3
198,0.68,4,1,1,2,Apartment,Entire home/apt,South End,3
55,0.06,1,2,1,1,Apartment,Private room,Mission Hill,91
33,0.31,1,1,1,1,Other,Private room,Brighton,30
36,0.19,1,1,1,1,House,Private room,Dorchester,91
159,4.64,2,1,1,2,Apartment,Entire home/apt,East Boston,91
139,3.96,4,1,0,1,Apartment,Entire home/apt,Roxbury,91
50,0.34,1,2,1,1,House,Private room,Roxbury,91
150,1.37,5,1,2,2,Apartment,Entire home/apt,Charlestown,28
250,0.23,4,1,2,2,Apartment,Entire home/apt,Downtown,91
182,0.28,5,1.5,2,3,Apartment,Entire home/apt,Downtown,3
220,0.58,2,1,1,1,Apartment,Entire home/apt,South End,91
281,0.25,4,2,2,2,Apartment,Entire home/apt,Back Bay,91
38,0.19,1,1.5,1,1,House,Private room,Mattapan,30
125,1.01,3,1,0,2,Apartment,Entire home/apt,Roslindale,91
65,0.23,2,1,1,1,House,Private room,South Boston,91
175,0.06,2,1,1,1,Other,Entire home/apt,North End,91
160,0.53,5,2,2,2,Other,Entire home/apt,Jamaica Plain,2
500,0.24,8,1.5,5,7,House,Entire home/apt,West Roxbury,5
249,3.03,4,1,2,2,Apartment,Entire home/apt,Fenway,2
99,1.45,2,1,0,1,Apartment,Entire home/apt,Jamaica Plain,2
150,4.04,2,1.5,1,0,Apartment,Entire home/apt,South End,2
50,0.24,1,1,4,1,House,Private room,Brighton,91
50,5.57,1,1,1,1,House,Private room,Jamaica Plain,2
239,0.56,6,1,2,3,Apartment,Entire home/apt,Jamaica Plain,28
219,0.16,2,1,1,2,Other,Entire home/apt,Downtown,91
239,0.07,2,1,1,1,Other,Entire home/apt,Chinatown,91
55,0.89,2,1.5,1,1,House,Private room,Mattapan,1
55,0.16,1,1,1,1,Apartment,Private room,Dorchester,91
65,0.25,2,1,1,1,Apartment,Private room,Jamaica Plain,91
37,0.19,1,1,1,1,Apartment,Private room,Dorchester,91
375,0.57,3,1,1,1,Apartment,Entire home/apt,Fenway,10
120,0.2,4,1,1,2,Apartment,Entire home/apt,Allston,91
129,0.73,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
210,0.75,2,1,1,1,Apartment,Entire home/apt,South End,91
195,6.68,6,1,3,3,Apartment,Entire home/apt,Charlestown,1
150,0.43,2,1,1,1,Apartment,Entire home/apt,South Boston,91
125,4.36,6,1,3,3,Apartment,Entire home/apt,West Roxbury,2
140,0.78,4,1,1,2,Apartment,Entire home/apt,East Boston,91
42,0.09,1,1,1,1,Apartment,Private room,Mission Hill,91
65,0.37,2,1,1,1,Apartment,Private room,Charlestown,28
150,0.9,3,1,1,1,Other,Entire home/apt,Fenway,10
259,0.47,2,1,0,1,Apartment,Entire home/apt,Downtown,9
129,1.13,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
129,1.12,6,3,3,3,Apartment,Entire home/apt,Chinatown,30
129,0.99,4,2.5,2,2,Apartment,Entire home/apt,Chinatown,30
52,0.04,1,0.5,1,1,Apartment,Private room,Fenway,91
120,0.26,2,1,0,1,Apartment,Entire home/apt,Fenway,91
350,0.73,8,3.5,3,5,Other,Entire home/apt,Charlestown,2
199,3.69,4,1,1,2,Apartment,Entire home/apt,Beacon Hill,3
36,0.11,1,1,1,1,Other,Private room,Brighton,30
179,0.8,4,1,1,1,Apartment,Entire home/apt,North End,91
133,1,2,1,1,0,Other,Entire home/apt,Back Bay,91
125,0.34,2,1,0,1,Apartment,Entire home/apt,Beacon Hill,91
425,4.53,6,1.5,2,3,Other,Entire home/apt,Downtown,2
36,0.15,1,1,1,1,Apartment,Private room,Dorchester,91
36,0.06,1,1,1,1,Apartment,Private room,Dorchester,91
129,0.15,4,1,2,2,Apartment,Entire home/apt,Beacon Hill,45
36,0.06,1,1,1,1,Apartment,Private room,Dorchester,91
35,0.26,1,1.5,1,1,Apartment,Private room,Roxbury,30
75,0.11,2,1,1,1,Apartment,Private room,Dorchester,91
33,0.04,1,2,1,1,Apartment,Private room,Roxbury,91
261,0.17,5,2.5,3,4,House,Entire home/apt,Roslindale,2
70,2.45,1,2,1,1,House,Private room,Allston,91
179,0.02,2,1,1,2,Other,Entire home/apt,Back Bay,91
70,4,1,2,1,1,House,Private room,Allston,91
160,3.49,2,1,0,1,Apartment,Entire home/apt,South End,28
200,0.26,2,1,0,1,Apartment,Entire home/apt,Back Bay,91
150,12.27,4,1,1,2,Apartment,Entire home/apt,East Boston,1
35,0.02,1,2,1,1,Apartment,Private room,Roxbury,91
70,2.55,1,2,1,1,House,Private room,Allston,91
299,3.03,4,1.5,2,4,Apartment,Entire home/apt,Back Bay,7
41,0.15,1,1,1,1,House,Private room,Brighton,91
145,3.59,2,1,0,0,Apartment,Entire home/apt,South End,28
70,3.49,1,2,1,1,House,Private room,Allston,91
40,0.18,1,1,1,1,House,Private room,Brighton,91
42,0.02,1,2,1,1,Apartment,Private room,Allston,91
75,5.8,5,1,1,2,House,Private room,Dorchester,1
125,2.1,6,2,3,5,Apartment,Entire home/apt,Roslindale,2
140,0.02,2,1,1,1,Apartment,Entire home/apt,South Boston,91
37,0.05,1,1,1,1,Apartment,Private room,Dorchester,91
250,0.88,4,1,2,2,Apartment,Entire home/apt,Charlestown,91
115,11.64,2,1,1,1,Apartment,Private room,East Boston,1
134,4.44,6,1,2,3,House,Entire home/apt,Hyde Park,1
174,0.11,3,1,1,2,Other,Entire home/apt,Fenway,91
60,3.31,2,1,1,1,Apartment,Private room,Dorchester,91
41,0.17,1,1,1,1,House,Private room,Brighton,91
38,0.04,1,1,1,1,Apartment,Private room,Dorchester,91
40,0.18,1,1,1,1,Apartment,Private room,Brighton,91
105,1.02,3,1,1,2,Apartment,Entire home/apt,Downtown,30
35,0.24,1,1,1,1,Apartment,Private room,Hyde Park,91
170,1.33,2,1,1,1,House,Private room,Fenway,2
40,0.13,1,1,1,1,Apartment,Private room,Brighton,91
105,1.26,2,1,1,1,Apartment,Entire home/apt,Downtown,30
75,0.09,2,0.5,1,1,House,Private room,Roxbury,91
85,0.04,1,1,1,1,Apartment,Private room,Beacon Hill,91
108,5.11,2,1,1,1,Other,Entire home/apt,Jamaica Plain,1
80,0.63,2,1,1,1,Apartment,Private room,Charlestown,28
89,0.57,2,1,1,1,Other,Private room,South Boston,3
89,0.77,2,2,1,1,Other,Private room,South Boston,91
190,2.05,8,1,3,6,Apartment,Entire home/apt,Dorchester,2
129,4.79,2,1,1,1,Apartment,Entire home/apt,East Boston,91
97,0.6,2,1,1,1,Apartment,Entire home/apt,East Boston,5
47,0.15,2,1,1,1,Apartment,Private room,Hyde Park,91
105,3.11,2,1,1,1,Apartment,Private room,East Boston,1
499,0.94,8,2,4,4,Other,Entire home/apt,South Boston,3
150,0.04,4,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
195,1.68,4,1,2,2,Other,Entire home/apt,Dorchester,91
45,2.22,2,1,1,1,House,Private room,Roslindale,2
219,0.48,6,1.5,2,2,Other,Entire home/apt,Charlestown,91
300,1.14,4,1,2,2,Apartment,Entire home/apt,Roxbury,3
179,0.04,4,2,2,3,Other,Entire home/apt,Downtown,91
450,0.21,8,2,3,4,House,Entire home/apt,Roxbury,28
190,4.62,3,1,1,1,Apartment,Entire home/apt,Beacon Hill,28
349,2.52,7,3,3,4,Other,Entire home/apt,North End,14
150,2.46,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,3
65,0.18,2,1,1,2,Apartment,Private room,Jamaica Plain,91
55,0.66,3,1.5,1,2,House,Private room,Mattapan,1
120,1.97,2,1,1,1,Apartment,Entire home/apt,Jamaica Plain,3
25,2.2,2,1,1,1,Other,Private room,South End,1
200,0.22,2,1,1,1,Apartment,Entire home/apt,North End,91
129,4.83,3,1,0,0,Other,Entire home/apt,Jamaica Plain,2
94,3.14,6,1,2,2,Apartment,Entire home/apt,Roxbury,1
275,3.7,6,1,2,2,Apartment,Entire home/apt,North End,2
219,0.07,2,1,1,2,Other,Entire home/apt,West End,91
195,0.27,2,1,1,1,Other,Entire home/apt,West End,91
118,1.54,4,1,0,2,Apartment,Entire home/apt,Bay Village,28
45,1.45,3,1.5,1,2,House,Private room,Mattapan,1
200,0.29,3,2,1,1,Other,Entire home/apt,Jamaica Plain,4
125,2.47,4,1,2,2,Other,Entire home/apt,West Roxbury,1
300,0.86,4,2,2,2,Other,Entire home/apt,South Boston,3
100,0.31,1,1,1,1,Apartment,Private room,Fenway,91
130,1.97,2,1,1,1,Apartment,Entire home/apt,Roxbury,91
239,0.23,4,1,2,2,Other,Entire home/apt,Jamaica Plain,28
289,0.77,4,1,2,2,Apartment,Entire home/apt,Downtown,9
145,2.26,4,1.5,2,3,Other,Private room,Roxbury,2
110,0.41,2,1,1,1,Apartment,Entire home/apt,North End,91
80,0.18,1,1,1,1,House,Private room,Brighton,91
300,0.27,3,1,1,1,Apartment,Entire home/apt,Fenway,2
36,0.07,1,1,1,1,Apartment,Private room,Dorchester,91
155,1.96,6,2,2,3,Apartment,Entire home/apt,Downtown,30
139,2.98,6,1,2,3,Other,Entire home/apt,Jamaica Plain,2
125,0.54,3,1,1,1,Apartment,Entire home/apt,Fenway,10
150,0.43,6,1,2,3,Apartment,Entire home/apt,Jamaica Plain,2
196,4.41,5,1,2,2,Apartment,Entire home/apt,North End,3
75,0.07,1,1,1,1,Apartment,Private room,Dorchester,91
150,2.06,2,1,1,1,Apartment,Entire home/apt,Jamaica Plain,3
160,3.1,3,1,1,1,Apartment,Entire home/apt,Jamaica Plain,3
122,2.26,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,2
165,1.06,6,1,3,4,Other,Entire home/apt,Mattapan,2
32,0.21,1,1,1,1,Apartment,Private room,Dorchester,30
110,3.69,2,1,0,1,Other,Entire home/apt,Back Bay,91
250,0.84,6,1.5,3,4,House,Entire home/apt,West Roxbury,4
225,0.97,3,1,1,1,Other,Entire home/apt,Fenway,10
72,4.48,1,1.5,1,1,House,Private room,Jamaica Plain,30
28,0.19,1,1.5,1,1,House,Private room,Mattapan,29
800,0.45,6,2,4,3,House,Entire home/apt,South Boston,2
105,0.64,2,1,0,1,Apartment,Entire home/apt,Downtown,30
155,1.19,6,2,2,3,Apartment,Entire home/apt,Downtown,30
35,0.16,1,1,1,1,Apartment,Private room,Dorchester,30
395,3.16,4,2,2,2,Other,Entire home/apt,South End,2
50,0.89,1,2,1,1,House,Private room,Hyde Park,2
463,2.45,7,1.5,3,4,Apartment,Entire home/apt,Bay Village,3
175,1.05,2,1,1,2,House,Private room,Fenway,2
130,1.12,1,1,1,1,House,Private room,Fenway,2
125,0.75,2,1,1,1,Apartment,Private room,South Boston,1
75,1.7,2,1,1,0,House,Private room,South Boston,5
155,1.29,6,2,2,3,Apartment,Entire home/apt,Downtown,30
88,0.3,3,1,1,2,Other,Private room,Brighton,91
359,1.1,8,2,3,3,Apartment,Entire home/apt,East Boston,91
190,0.51,1,1,1,1,House,Private room,Charlestown,3
289,0.16,4,1,1,2,Other,Private room,Charlestown,1
140,0.07,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,91
60,5.61,2,1,1,1,Apartment,Entire home/apt,East Boston,91
97,4.64,2,1,1,1,House,Private room,Dorchester,1
245,0.83,2,1,1,1,Other,Private room,Charlestown,1
245,1.01,2,1,1,1,Other,Private room,Charlestown,1
245,0.55,2,1,1,1,Other,Private room,Charlestown,1
289,0.14,4,1,1,2,Other,Private room,Charlestown,1
198,0.61,4,1,1,3,Apartment,Entire home/apt,South End,3
105,2.28,2,1,1,1,House,Private room,Dorchester,3
199,0.16,3,1,1,2,Apartment,Entire home/apt,Chinatown,91
75,3.68,2,1,1,2,Other,Entire home/apt,Brighton,2
120,6.06,4,1,1,2,Apartment,Entire home/apt,East Boston,1
193,0.3,3,2,1,1,Other,Entire home/apt,Charlestown,91
90,0.16,2,1,1,1,Other,Private room,Brighton,91
135,3.04,4,1,1,1,Other,Entire home/apt,South End,29
195,2.63,2,1,1,1,Apartment,Entire home/apt,South Boston,3
60,6.37,2,1,1,1,Apartment,Entire home/apt,East Boston,91
150,2,3,1,0,1,Other,Entire home/apt,Back Bay,91
250,0.02,4,1.5,2,3,Apartment,Entire home/apt,Beacon Hill,91
50,0.95,2,1,1,1,Other,Private room,Roxbury,91
120,1.23,2,1,1,1,Apartment,Entire home/apt,Back Bay,150
60,1.22,2,1,1,1,House,Private room,Roxbury,91
105,0.78,2,1,1,1,Apartment,Entire home/apt,Downtown,30
105,1.61,2,1,0,1,Apartment,Entire home/apt,Downtown,30
189,1.89,2,1,1,1,Other,Entire home/apt,South Boston,2
150,3.75,2,1,0,0,Apartment,Entire home/apt,Back Bay,28
