price,reviews_per_month,accommodates,bathrooms,bedrooms,beds,property_type,room_type,neighbourhood,minimum_nights
209,1.18,5,1,1,2,Other,Private room,Dorchester,1
199,2.17,5,1,1,2,Other,Private room,Dorchester,1
199,2.04,5,1,1,2,Other,Private room,Dorchester,1
219,0.38,3,1,1,3,Other,Private room,Dorchester,1
249,0.5,5,1,1,1,Other,Private room,Dorchester,1
199,0.56,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.54,3,1,1,1,Apartment,Entire home/apt,Downtown,1
199,0.71,3,1,0,1,Apartment,Entire home/apt,Downtown,1
59,10.2,1,1,1,1,Apartment,Private room,East Boston,1
199,0.9,3,1,1,1,Apartment,Entire home/apt,Downtown,91
199,0.2,3,1,1,1,Apartment,Entire home/apt,Downtown,91
199,0.56,3,1,0,1,Apartment,Entire home/apt,Downtown,1
230,1.59,3,1,0,2,Apartment,Entire home/apt,Back Bay,1
80,0.99,4,1,1,1,House,Private room,West Roxbury,3
400,1.07,4,2,2,2,Apartment,Entire home/apt,Downtown,91
189,4.22,4,1,1,2,Other,Entire home/apt,Charlestown,2
175,0.4,3,1.5,1,2,Other,Private room,Dorchester,91
40,0.12,1,1,1,1,House,Private room,Brighton,91
599,0.28,5,2,2,2,Other,Entire home/apt,Chinatown,2
63,0.75,3,1,1,2,Other,Private room,Brighton,91
105,0.44,2,1,0,1,Apartment,Entire home/apt,Brighton,91
25,0.36,1,1,1,1,Apartment,Private room,Hyde Park,91
80,6.49,2,2,1,1,Other,Private room,East Boston,2
80,6.37,2,2,1,1,Other,Private room,East Boston,2
249,0.67,4,1,1,2,Apartment,Entire home/apt,Chinatown,3
299,0.27,4,1,2,2,Apartment,Entire home/apt,West End,1
159,3.49,2,1,1,1,Apartment,Private room,West End,1
159,2.59,2,1,1,1,Apartment,Private room,Beacon Hill,1
50,0.32,3,1.5,1,2,Other,Private room,Dorchester,91
120,1.77,4,1,2,2,Other,Private room,Jamaica Plain,2
500,0.15,6,3.5,3,6,House,Entire home/apt,Jamaica Plain,3
250,2.08,4,1,2,2,Other,Entire home/apt,Brighton,2
175,2.44,2,1,1,1,Other,Entire home/apt,South End,2
300,0.55,4,2,2,2,Other,Entire home/apt,Charlestown,2
150,0.69,4,1,2,2,House,Private room,South Boston,1
225,4.76,4,1,1,2,Other,Entire home/apt,Downtown,2
75,1.15,6,1.5,1,4,House,Private room,West Roxbury,91
700,0.6,8,2.5,4,5,Other,Entire home/apt,Charlestown,4
300,3.33,10,2,2,8,Other,Entire home/apt,East Boston,1
99,1.44,3,1,0,1,Apartment,Entire home/apt,Downtown,91
325,3.16,10,3,3,5,Apartment,Entire home/apt,South Boston,91
287,0.05,4,1,2,3,Apartment,Entire home/apt,Back Bay,91
95,0.1,4,1,2,1,Other,Entire home/apt,South End,7
267,1.22,16,2,5,8,House,Entire home/apt,Dorchester,2
159,5.98,4,1,0,1,Apartment,Entire home/apt,Downtown,1
65,1.04,4,2,1,2,House,Private room,Dorchester,3
59,0.85,4,2,1,2,House,Private room,Dorchester,3
73,0.88,5,2,1,2,House,Private room,Dorchester,3
129,0.62,4,2,2,2,Apartment,Entire home/apt,Chinatown,30
129,0.99,4,2,2,2,Apartment,Entire home/apt,Downtown,30
130,0.27,2,1,0,1,Apartment,Entire home/apt,Fenway,91
60,1.13,4,2,1,2,House,Private room,Dorchester,3
47,0.62,2,2,1,1,House,Private room,Dorchester,3
186,0.36,2,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.09,3,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.51,4,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.34,4,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.1,2,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.34,2,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.39,4,1,0,1,Apartment,Entire home/apt,East Boston,91
186,0.32,4,1,0,1,Apartment,Entire home/apt,East Boston,91
235,0.05,1,1,1,1,Other,Entire home/apt,Fenway,91
50,2.08,4,1.5,1,2,Other,Private room,Mission Hill,1
73,0.09,4,1,1,1,Other,Entire home/apt,North End,91
186,0.17,4,1,0,1,Apartment,Entire home/apt,East Boston,91
65,2.65,2,1,1,1,Apartment,Private room,Dorchester,1
125,4.32,2,1,1,1,Apartment,Entire home/apt,Dorchester,1
80,3.29,2,1,1,1,House,Private room,Mattapan,1
220,0.19,4,1,2,2,Apartment,Entire home/apt,Beacon Hill,91
77,1.49,2,2,1,1,Apartment,Private room,Roxbury,91
150,0.33,3,1,1,1,Apartment,Entire home/apt,Jamaica Plain,91
55,0.19,2,1,1,1,Apartment,Private room,South End,91
400,0.41,4,2,2,2,Apartment,Entire home/apt,Downtown,91
400,0.51,4,2,2,2,Apartment,Entire home/apt,Downtown,91
400,0.29,4,2,2,2,Apartment,Entire home/apt,Downtown,91
250,2.2,4,1,1,1,Apartment,Entire home/apt,South End,29
86,2.57,2,1,1,1,Other,Private room,East Boston,2
289,0.36,3,1,1,1,Other,Entire home/apt,Back Bay,91
289,0.19,4,1,2,2,Apartment,Entire home/apt,Back Bay,91
48,3.11,2,1,1,1,Apartment,Private room,Dorchester,1
48,5.06,2,1,1,2,Apartment,Private room,Dorchester,1
48,5.61,2,1,1,1,Apartment,Private room,Dorchester,1
90,3.93,2,1,2,2,Apartment,Entire home/apt,Jamaica Plain,1
150,2.25,1,1,1,0,Other,Private room,South End,1
100,2.3,2,1,1,1,Apartment,Entire home/apt,Dorchester,2
73,4.51,4,1,1,2,House,Private room,Dorchester,1
60,3.05,1,1,1,1,Other,Private room,East Boston,1
124,1.36,4,2,2,2,Apartment,Entire home/apt,South End,30
195,0.26,4,1,2,2,Other,Entire home/apt,Dorchester,32
189,0.78,5,2,2,2,Apartment,Entire home/apt,Beacon Hill,28
149,1.07,3,2,2,3,Apartment,Entire home/apt,Beacon Hill,28
45,0.16,1,1.5,1,1,Other,Private room,Dorchester,91
45,4.33,4,1,1,2,House,Private room,West Roxbury,1
63,3.98,4,1,1,2,House,Private room,Dorchester,1
399,0.42,8,2.5,4,5,House,Entire home/apt,South Boston,2
94,0.61,2,1,1,1,Apartment,Entire home/apt,South End,30
120,0.54,4,2,2,2,Apartment,Entire home/apt,South End,30
124,0.7,4,2,2,2,Apartment,Entire home/apt,South End,30
82,9.63,4,1,2,4,Apartment,Entire home/apt,Roxbury,1
129,1.16,4,2,2,2,Apartment,Entire home/apt,Downtown,30
45,0.92,1,2,1,1,Apartment,Private room,Dorchester,91
100,4.35,4,1,1,2,Apartment,Entire home/apt,Charlestown,1
199,0.23,3,1,1,1,Apartment,Entire home/apt,Downtown,1
125,0.15,5,1,1,3,Apartment,Entire home/apt,Jamaica Plain,31
150,1.56,3,1,1,1,Apartment,Entire home/apt,South End,2
70,9.61,3,1,1,3,Apartment,Private room,East Boston,1
249,0.13,3,1,1,1,Other,Entire home/apt,West End,3
45,4.1,2,1,1,1,Apartment,Private room,South Boston,91
74,4.17,2,1,1,1,Apartment,Private room,South Boston,91
200,2.72,3,1,0,1,Apartment,Entire home/apt,Back Bay,91
80,2.26,2,2,1,1,Apartment,Private room,Roxbury,91
45,0.26,1,1.5,1,1,Other,Private room,Dorchester,91
239,2.27,6,1,1,3,Other,Private room,Dorchester,1
109,1.15,4,1,2,2,Other,Entire home/apt,Brighton,91
229,0.44,4,1,1,2,Other,Private room,Dorchester,1
45,0.16,1,1,1,1,Other,Private room,Roxbury,91
140,2.51,2,1.5,1,1,Other,Private room,South Boston,2
111,6.99,2,2.5,1,1,House,Private room,South End,1
60,1.19,2,1,1,1,House,Private room,Jamaica Plain,2
44,4.46,2,1,1,1,Apartment,Private room,Dorchester,1
81,4.74,2,2,1,1,Other,Private room,East Boston,2
53,4.21,2,1,1,2,Other,Private room,Dorchester,1
200,1.55,3,1,1,2,Other,Entire home/apt,South End,2
80,0.27,4,1,2,2,House,Private room,Jamaica Plain,2
100,0.16,1,1,1,1,Apartment,Private room,Mattapan,91
168,3.15,3,1,1,1,Apartment,Entire home/apt,Beacon Hill,11
150,5.49,4,1,2,2,Apartment,Entire home/apt,Roxbury,2
75,2.13,1,1,1,2,House,Private room,Brighton,1
75,1.93,1,1,1,2,House,Private room,Brighton,1
44,4.8,2,1,1,1,Apartment,Private room,Dorchester,1
200,0.9,2,1,1,1,Apartment,Entire home/apt,South End,2
45,0.63,2,1,1,1,Apartment,Private room,Jamaica Plain,91
50,1.02,2,1,1,2,Other,Private room,Dorchester,91
295,0.19,4,1,2,2,Apartment,Entire home/apt,Mission Hill,20
175,0.15,6,2.5,3,3,House,Private room,Jamaica Plain,2
175,11.91,5,2,2,3,Other,Entire home/apt,Allston,1
199,0.06,5,1,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.05,5,1,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.06,5,1,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.06,5,1,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.1,5,2,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.08,5,2,2,3,Apartment,Entire home/apt,Mission Hill,29
199,0.11,5,2,2,3,Apartment,Entire home/apt,Mission Hill,29
75,3.6,3,1,1,2,Other,Entire home/apt,East Boston,28
275,2.58,4,1,2,3,Apartment,Entire home/apt,Roxbury,2
152,3.47,8,2,3,4,Apartment,Entire home/apt,South End,30
119,0.82,4,1,2,2,Apartment,Entire home/apt,South End,30
120,1.29,6,1,2,3,Apartment,Entire home/apt,South End,30
249,1.77,4,1,1,3,Apartment,Entire home/apt,Chinatown,2
90,0.84,2,1,1,1,Apartment,Entire home/apt,South Boston,91
145,0.67,3,1,1,1,Other,Entire home/apt,Charlestown,91
125,0.69,4,1,1,2,Other,Entire home/apt,Brighton,28
100,3.69,4,1,2,2,Apartment,Entire home/apt,Charlestown,1
90,7.2,1,2.5,1,1,House,Private room,South End,1
49,2.47,3,1,1,2,Apartment,Private room,Roxbury,1
375,3,6,2,3,3,Other,Entire home/apt,South Boston,1
205,6.71,6,1,2,2,Other,Entire home/apt,Chinatown,1
69,0.7,1,1,1,1,Apartment,Private room,Jamaica Plain,29
270,4.44,6,2,3,3,Other,Entire home/apt,South Boston,2
85,0.61,2,1,1,1,House,Private room,Roxbury,2
59,0.56,1,1,1,1,Apartment,Private room,Jamaica Plain,29
75,0.9,2,1,1,1,House,Private room,Hyde Park,30
250,2.1,6,1,2,2,Apartment,Entire home/apt,Roxbury,91
241,0.29,4,2,2,3,Apartment,Entire home/apt,West End,20
65,1.16,1,1,1,1,House,Private room,Roxbury,2
49,0.68,1,1,1,1,Apartment,Private room,Jamaica Plain,29
49,0.05,1,1,1,1,Apartment,Private room,Jamaica Plain,40
49,0.35,1,1,1,1,Apartment,Private room,Jamaica Plain,29
49,0.56,1,1,1,1,Apartment,Private room,Jamaica Plain,29
40,0.95,2,1,0,0,Apartment,Private room,Roslindale,1
111,7.6,2,2.5,1,1,House,Private room,South End,1
160,1.96,3,1,1,1,Apartment,Entire home/apt,Back Bay,91
95,1.96,2,1,1,1,Apartment,Private room,Mattapan,1
65,0.91,2,2,1,2,Apartment,Private room,Dorchester,28
80,3.52,2,1,1,1,House,Private room,Mattapan,1
100,5.9,3,1,1,3,Other,Entire home/apt,Brighton,2
85,0.81,2,2,1,1,Apartment,Private room,Dorchester,28
220,0.28,2,1,1,1,Apartment,Entire home/apt,West End,20
60,5.13,3,1,1,1,Other,Private room,Dorchester,2
80,3.26,2,1,1,1,House,Private room,Mattapan,1
299,1.22,5,2,2,3,Other,Entire home/apt,Beacon Hill,28
55,0.91,2,2,1,1,Apartment,Private room,Dorchester,28
85,3.12,4,1,2,3,Other,Entire home/apt,Mattapan,2
199,0.41,3,1,1,1,Apartment,Entire home/apt,Back Bay,91
259,1.61,6,2.5,3,3,Other,Entire home/apt,Jamaica Plain,2
350,3.89,16,3,5,11,House,Entire home/apt,Roxbury,91
650,4.72,16,3,5,8,House,Entire home/apt,Mission Hill,1
650,4.47,8,2,5,8,House,Entire home/apt,Mission Hill,1
400,3.83,16,3.5,6,10,House,Entire home/apt,Jamaica Plain,91
400,3.01,9,2,3,6,House,Entire home/apt,Jamaica Plain,91
45,0.09,1,2,1,1,Other,Private room,Dorchester,91
249,1.84,4,1,1,2,Apartment,Entire home/apt,Chinatown,2
329,1.36,7,1,3,3,Apartment,Entire home/apt,Back Bay,91
329,0.21,7,1,3,3,Apartment,Entire home/apt,Back Bay,91
125,1.13,1,2.5,1,1,House,Private room,Roxbury,2
199,1.19,3,1,1,1,Apartment,Entire home/apt,Back Bay,91
199,0.16,3,1,1,1,Apartment,Entire home/apt,Back Bay,91
170,1.01,2,1,1,1,House,Private room,Fenway,2
266,0.08,2,1,1,1,Apartment,Entire home/apt,Bay Village,32
124,1.41,6,1,2,3,Apartment,Entire home/apt,South End,30
250,5.41,2,1,1,1,Other,Entire home/apt,North End,2
199,0.07,3,1,1,1,Apartment,Entire home/apt,Downtown,91
259,2.76,6,1,3,5,Apartment,Entire home/apt,Back Bay,1
152,1.91,8,1,3,4,Apartment,Entire home/apt,South End,30
119,1.38,5,1,2,3,Apartment,Entire home/apt,South End,30
152,1.75,6,1,3,3,Apartment,Entire home/apt,South End,30
122,1.42,4,1,2,2,Apartment,Entire home/apt,South End,30
100,0.97,2,1,0,1,Apartment,Entire home/apt,Chinatown,30
124,1.37,4,1,2,2,Apartment,Entire home/apt,South End,30
90,4.89,4,1,0,2,Other,Entire home/apt,East Boston,3
200,1.56,6,1,2,3,Other,Entire home/apt,Brighton,28
199,0.13,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.27,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.41,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.27,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.42,3,1,0,1,Apartment,Entire home/apt,Downtown,1
65,5.62,6,1,3,3,Apartment,Entire home/apt,Dorchester,3
52,0.44,1,2,1,1,House,Private room,Hyde Park,2
99,2.21,2,1,1,1,Other,Private room,Dorchester,2
250,4.19,8,1,1,3,Apartment,Entire home/apt,Brighton,1
55,7.3,1,1,1,1,Apartment,Private room,East Boston,28
299,2.36,9,2,3,4,House,Entire home/apt,Brighton,2
154,1.83,8,1,3,4,Apartment,Entire home/apt,South End,30
45,1.91,2,1,1,1,Apartment,Private room,Dorchester,2
45,2.16,4,1,1,2,Apartment,Private room,Dorchester,2
45,3.02,2,1,1,1,Apartment,Private room,Dorchester,2
75,2,2,1,1,2,House,Private room,Brighton,1
55,0.12,1,1,1,1,House,Private room,Brighton,91
149,1.79,6,2.5,3,4,Apartment,Entire home/apt,Jamaica Plain,1
219,3.28,10,2.5,4,5,House,Entire home/apt,Dorchester,91
95,1.49,2,1,1,1,House,Private room,Roxbury,2
75,1.17,2,1,1,1,Other,Private room,Dorchester,91
75,1.49,2,1,1,1,Other,Private room,Dorchester,91
599,0.07,4,1,1,1,Apartment,Entire home/apt,Back Bay,91
122,2.17,6,1,2,3,Apartment,Entire home/apt,South End,30
236,0.3,2,1,1,1,Apartment,Entire home/apt,Fenway,2
70,2.83,2,1,1,1,Other,Private room,South Boston,2
65,1.08,1,1,1,1,House,Private room,Roxbury,2
175,6.16,5,1,2,2,Apartment,Entire home/apt,East Boston,91
80,1.02,2,1,1,1,House,Private room,Roxbury,2
210,7.86,6,1,2,3,Apartment,Entire home/apt,East Boston,1
242,0.12,2,1,1,1,Apartment,Entire home/apt,South Boston Waterfront,32
40,9.2,2,1,1,1,House,Private room,East Boston,1
45,0.08,2,1,1,1,Apartment,Private room,Allston,91
100,0.77,2,1,1,0,Other,Private room,East Boston,1
49,7.58,2,1.5,1,1,House,Private room,Dorchester,1
68,1.26,2,1.5,1,1,House,Private room,Jamaica Plain,2
50,6.72,2,1.5,1,1,House,Private room,Dorchester,1
50,1.62,2,2,1,1,House,Private room,Allston,1
36,0.28,1,1,1,1,Other,Private room,Allston,91
109,0.11,3,1,1,2,Apartment,Entire home/apt,Brighton,91
59,0.05,2,1,1,1,Apartment,Private room,Brighton,91
31,0.22,1,1,1,1,Apartment,Private room,Brighton,91
200,2.22,4,1,2,2,Other,Entire home/apt,Allston,2
77,0.7,2,2,1,1,House,Private room,Allston,1
119,0.17,4,1.5,2,2,Apartment,Entire home/apt,South End,30
50,2.01,2,2,1,1,House,Private room,Allston,1
100,1.51,3,1,1,1,Other,Entire home/apt,Brighton,91
50,1.9,2,2,1,1,House,Private room,Allston,1
120,3.88,1,1,1,1,House,Private room,Brighton,1
229,3.04,6,1,0,3,Other,Hotel room,Dorchester,1
51,9.55,2,1,1,1,House,Private room,East Boston,1
50,4.8,2,1,1,1,House,Private room,Allston,1
50,5.5,2,1,1,1,House,Private room,Brighton,1
51,9.64,2,1,1,1,House,Private room,East Boston,1
200,1.18,6,1,2,4,Apartment,Entire home/apt,Roxbury,2
50,2.13,2,2,1,1,Other,Private room,Allston,1
44,1.85,1,1,1,1,House,Private room,West Roxbury,30
44,0.71,1,1,1,1,House,Private room,West Roxbury,30
44,0.89,1,1,1,1,House,Private room,West Roxbury,30
54,2.35,2,1,1,1,House,Private room,West Roxbury,30
180,0.08,2,1,2,2,House,Entire home/apt,Jamaica Plain,30
159,0.6,2,2,1,1,House,Private room,Allston,1
150,3.17,2,1,1,0,Apartment,Entire home/apt,Jamaica Plain,29
95,5.05,2,1,1,1,House,Private room,East Boston,1
150,0.33,2,1,1,1,Other,Entire home/apt,Dorchester,91
165,1.16,6,1,2,2,Other,Entire home/apt,Jamaica Plain,1
89,1.63,3,1,1,1,Other,Private room,Jamaica Plain,1
275,3.21,4,1,2,2,Other,Entire home/apt,Jamaica Plain,2
46,1.91,2,1,1,1,Apartment,Private room,Brighton,2
191,2.5,8,1,2,3,Apartment,Entire home/apt,Brighton,2
150,0.51,2,1,1,1,Other,Entire home/apt,South End,91
99,0.09,2,1,0,1,Other,Entire home/apt,Fenway,91
350,1.74,6,2,3,3,Other,Entire home/apt,South Boston,2
81,8.67,2,1,0,1,Other,Entire home/apt,South Boston,1
175,5.03,4,1,1,3,Apartment,Entire home/apt,East Boston,91
120,0.08,2,1,1,1,Other,Entire home/apt,South Boston,2
125,0.24,2,1,1,1,Other,Entire home/apt,South Boston,2
150,0.23,2,1,1,1,Other,Entire home/apt,South End,29
150,0.23,2,1,1,1,Other,Entire home/apt,South End,29
150,0.58,2,1,1,1,Other,Entire home/apt,South End,29
150,0.31,2,1,1,1,Other,Entire home/apt,South End,29
150,0.15,2,1,1,1,Other,Entire home/apt,South End,91
150,0.23,2,1,1,1,Other,Entire home/apt,South End,29
150,0.34,2,1,1,1,Other,Entire home/apt,South End,29
150,0.39,2,1,1,1,Other,Entire home/apt,South End,29
150,0.48,2,1,1,1,Other,Entire home/apt,South End,29
150,0.25,2,1,1,1,Other,Entire home/apt,South End,91
150,0.38,2,1,1,1,Other,Entire home/apt,South End,91
120,1,2,1,1,1,Other,Entire home/apt,South Boston,2
120,1,2,1,1,1,Other,Entire home/apt,South Boston,2
120,0.08,2,1,0,1,Apartment,Private room,South Boston,2
120,0.19,2,1,1,1,Other,Entire home/apt,South Boston,2
120,1,2,1,1,1,Other,Entire home/apt,South Boston,2
120,0.33,2,1,1,1,Other,Entire home/apt,South Boston,2
120,0.83,2,1,1,1,Other,Entire home/apt,South Boston,2
120,0.17,2,1,1,1,Other,Entire home/apt,South Boston,2
52,0.23,1,1,1,1,Other,Entire home/apt,Mattapan,91
120,1,2,1,1,1,Other,Entire home/apt,South Boston,2
199,0.13,3,1,0,1,Apartment,Entire home/apt,Downtown,1
120,0.88,2,1,1,1,Other,Entire home/apt,South Boston,2
199,0.19,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.37,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.67,3,1,1,1,Apartment,Entire home/apt,Downtown,1
199,0.51,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.3,3,1,1,1,Apartment,Entire home/apt,Downtown,91
199,0.24,3,1,1,1,Apartment,Entire home/apt,Downtown,1
199,1.84,3,1,0,1,Apartment,Entire home/apt,Downtown,1
199,0.24,3,1,1,1,Apartment,Entire home/apt,Downtown,91
120,0.28,2,1,1,1,Other,Entire home/apt,South Boston,2
120,0.23,2,1,1,1,Other,Entire home/apt,South Boston,2
150,1.74,4,1,2,2,Apartment,Entire home/apt,Jamaica Plain,2
55,0.06,2,1,1,1,Apartment,Private room,Brighton,91
225,0.43,10,2,3,5,Other,Entire home/apt,Charlestown,91
58,0.35,2,1.5,1,1,House,Private room,Roxbury,28
58,0.12,2,1.5,1,1,House,Private room,Roxbury,28
83,0.35,2,1.5,1,1,House,Private room,Roxbury,28
275,0.11,6,2.5,2,3,Apartment,Entire home/apt,Downtown,91
199,2.33,3,1,1,1,Apartment,Entire home/apt,Downtown,1
41,1.52,2,1,2,2,Apartment,Private room,Roxbury,1
75,3.64,2,2,1,1,Apartment,Private room,Jamaica Plain,1
249,1.08,5,1,2,3,Other,Entire home/apt,Back Bay,91
227,7.03,4,1,0,2,Other,Entire home/apt,Back Bay,2
200,5.32,4,1,1,2,Other,Entire home/apt,Downtown,2
51,4.01,4,1,1,2,Other,Entire home/apt,Roslindale,3
109,0.58,2,2,1,1,Other,Private room,South Boston,91
189,1.48,2,1,0,1,Other,Entire home/apt,East Boston,91
125,2.43,4,1,2,3,Apartment,Entire home/apt,South End,2
399,3.18,6,2,2,4,Apartment,Entire home/apt,South End,2
450,3.51,4,1.5,2,2,Other,Entire home/apt,Bay Village,1
125,2.5,4,2,2,2,Apartment,Entire home/apt,South End,2
80,3.17,2,1,1,1,House,Private room,Mattapan,1
399,0.32,3,1,1,1,Other,Entire home/apt,West End,3
399,0.07,3,1,1,1,Other,Entire home/apt,West End,3
212,0.12,2,1,1,1,Apartment,Entire home/apt,Beacon Hill,32
499,0.07,5,2,2,2,Other,Entire home/apt,West End,3
39,2.54,2,1,1,1,Other,Private room,Dorchester,1
89,0.47,2,2,1,1,Other,Private room,South Boston,91
89,0.41,2,2,1,1,Other,Private room,South Boston,91
155,1.8,6,2,3,3,Apartment,Entire home/apt,Downtown,2
219,3.06,2,1,1,1,Other,Hotel room,Back Bay,1
52,1.85,2,1,1,1,Apartment,Private room,Mattapan,1
76,0.81,1,1.5,1,1,House,Private room,Brighton,2
88,0.75,1,1.5,1,1,House,Private room,Brighton,2
105,0.88,2,1,0,1,Other,Private room,Back Bay,1
199,0.4,3,1,1,1,Apartment,Entire home/apt,Back Bay,91
113,2.64,2,1,1,1,Other,Hotel room,Back Bay,1
219,1.16,2,1,1,1,Other,Hotel room,Back Bay,1
99,2.59,2,1,0,1,Apartment,Entire home/apt,Fenway,2
219,0.53,3,1,1,2,Other,Hotel room,Back Bay,1
121,4.72,8,1,2,6,Other,Entire home/apt,Brighton,91
110,0.43,2,1,0,1,Other,Private room,Back Bay,1
135,2.19,2,3,1,1,Other,Hotel room,Jamaica Plain,1
250,4.4,8,1,4,5,Apartment,Entire home/apt,Dorchester,2
130,2.04,4,1,2,2,Apartment,Entire home/apt,West Roxbury,91
75,1.04,2,1.5,1,1,House,Private room,Roxbury,1
55,2.87,2,1,1,1,Other,Private room,Jamaica Plain,91
50,3.67,2,1,1,1,Other,Private room,Jamaica Plain,91
52,5.01,2,1,1,1,House,Private room,Mattapan,1
52,2.12,2,1,1,1,House,Private room,Mattapan,1
50,0.47,1,1.5,1,1,House,Private room,Roslindale,31
60,0.07,2,1,1,2,House,Private room,Roslindale,30
55,0.4,1,1.5,1,1,House,Private room,Roslindale,31
75,3.18,2,1,1,2,Other,Private room,South Boston,3
100,5.11,6,1,2,3,Apartment,Entire home/apt,East Boston,2
297,0.24,2,1,1,1,Apartment,Entire home/apt,Bay Village,32
180,2.62,2,1,0,1,Apartment,Entire home/apt,Fenway,1
137,0.94,2,1,1,1,Apartment,Entire home/apt,Downtown,32
306,0.07,4,2,2,2,Apartment,Entire home/apt,South End,32
75,1.82,2,1,1,1,Apartment,Private room,Roxbury,1
145,4.17,4,1,1,1,Apartment,Entire home/apt,Jamaica Plain,2
180,2.53,2,1,0,1,Apartment,Entire home/apt,Fenway,1
165,2.74,8,1,3,3,Apartment,Entire home/apt,South Boston,1
30,0.55,1,2,1,1,Other,Private room,Roxbury,60
150,2.23,2,1,0,1,Apartment,Entire home/apt,South End,91
50,0.1,2,2,1,1,House,Private room,Allston,91
289,2.63,3,1,1,1,Other,Entire home/apt,Downtown,2
150,4.11,2,1,0,1,Apartment,Entire home/apt,Fenway,2
39,2.53,2,1,1,1,Apartment,Private room,Roxbury,2
39,2.22,2,1,1,1,Apartment,Private room,Roxbury,2
210,0.19,2,1,1,1,Apartment,Private room,Dorchester,1
210,0.19,2,1,1,1,Apartment,Private room,Dorchester,1
110,0.25,1,1,1,1,Apartment,Private room,South End,91
525,0.76,10,2,4,5,Apartment,Entire home/apt,Dorchester,2
53,3.87,2,1,1,1,Other,Private room,East Boston,1
289,0.96,3,1,1,1,Apartment,Entire home/apt,Downtown,9
163,0.07,2,1,0,1,Apartment,Entire home/apt,South Boston Waterfront,60
120,6.89,5,1,2,2,Apartment,Entire home/apt,Jamaica Plain,1
90,5.81,5,1,2,3,Apartment,Entire home/apt,Roxbury,2
65,3.11,2,2,1,1,Apartment,Private room,Dorchester,2
78,3.18,2,2,1,1,Apartment,Private room,Dorchester,2
90,2.8,2,2,1,1,Apartment,Private room,Dorchester,2
84,2.61,2,2,1,1,Apartment,Private room,Dorchester,2
200,0.16,1,1,1,1,House,Private room,Back Bay,3
299,2.64,8,1,2,4,Other,Entire home/apt,South End,91
150,1.73,1,1,1,1,Apartment,Private room,Chinatown,91
133,0.06,2,1,0,1,Other,Entire home/apt,Fenway,91
110,2.63,4,1,2,2,Apartment,Entire home/apt,East Boston,28
110,2.06,4,1,2,2,Apartment,Entire home/apt,East Boston,2
89,2.16,2,1,1,1,Apartment,Entire home/apt,East Boston,28
50,0.51,2,1,1,1,House,Private room,Mattapan,1
125,6.84,3,1,0,1,Apartment,Entire home/apt,Beacon Hill,2
499,0.14,3,1,1,1,Other,Entire home/apt,Fenway,28
50,3.97,4,1,1,2,Other,Private room,Dorchester,2
50,2.69,4,1,1,2,Apartment,Private room,Dorchester,2
65,1.98,2,1,1,1,Apartment,Private room,Dorchester,2
60,0.26,2,1,1,1,Apartment,Private room,Brighton,91
100,1.7,2,1,1,1,Other,Private room,Brighton,91
150,0.67,4,1,1,2,Apartment,Entire home/apt,Downtown,2
90,2.53,2,1,0,1,Apartment,Entire home/apt,Back Bay,28
325,0.99,6,1,3,4,Apartment,Entire home/apt,Dorchester,2
59,6.67,4,1,1,1,Apartment,Entire home/apt,Downtown,1
310,0.65,4,2,2,3,Apartment,Entire home/apt,West End,20
125,2.68,3,1,1,2,Apartment,Entire home/apt,Jamaica Plain,2
150,0.39,4,1,1,1,Apartment,Entire home/apt,Fenway,91
138,1.85,6,1,3,3,Apartment,Entire home/apt,Brighton,91
155,5.97,3,1,0,1,Apartment,Private room,Downtown,1
149,0.39,8,1,3,3,Apartment,Entire home/apt,Jamaica Plain,1
125,2.32,4,1,2,2,Apartment,Entire home/apt,Back Bay,2
113,2.27,2,1,1,1,Other,Hotel room,Back Bay,1
79,1.47,2,1,1,1,House,Private room,Allston,91
69,1.8,2,1,1,1,House,Private room,Allston,91
89,6.78,2,1,0,1,Other,Private room,South Boston,1
80,4.24,2,1,1,1,Other,Entire home/apt,Hyde Park,2
53,4.16,2,1,1,1,Apartment,Private room,East Boston,1
69,0.9,2,1,1,1,House,Private room,Allston,91
41,1.23,2,1,1,1,Other,Private room,Jamaica Plain,2
53,3.68,2,1,1,1,Other,Private room,East Boston,1
